"STATION","DATE","SOURCE","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AL1","AN1","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","AX4","CALL_SIGN","CIG","DEW","EQD","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","KA3","KA4","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","OC1","OD1","OE1","OE2","OE3","QUALITY_CONTROL","REM","REPORT_TYPE","SLP","SOURCE","TMP","VIS","WND"
"72242712975","2017-03-25T09:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00549,5,M,N","+0206,5",,"08,5,+00549,5,99,9",,,"4,99,1,+00549,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9",,,,,,,,,,,,,"10146,5,10130,5",,,,,,,,,,,,"V020","MET09703/25/17 03:53:02 METAR KLVJ 250953Z 19007KT 5SM BR OVC018 23/21 A2996 RMK AO2 SLP145 T02280206 $","FM-15","10145,5","7","+0228,5","008047,5,N,5","190,5,N,0036,5"
"72242712975","2017-03-25T10:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,"05,1",,,,,,,,"KLVJ ","00549,5,M,N","+0206,5",,"07,5,+00549,5,99,9","08,5,+00884,5,99,9",,"3,99,1,+00549,5,9","4,99,1,+00884,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9",,,,,,,,,,,,,"10149,5,10133,5",,,,,,"05,5",,,,,,"V020","MET10403/25/17 04:53:02 METAR KLVJ 251053Z 20006KT 5SM HZ BKN018 OVC029 23/21 A2997 RMK AO2 SLP148 T02330206 $","FM-15","10148,5","7","+0233,5","008047,5,N,5","200,5,N,0031,5"
"72242712975","2017-03-25T11:34:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00914,5,M,N","+0206,5",,"02,5,+00518,5,99,9","04,5,+00671,5,99,9","08,5,+00914,5,99,9","1,99,1,+00518,5,9","2,99,1,+00671,5,9","4,99,1,+00914,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,,,,,,,,,,,"10152,5,10137,5",,,,,,,,,,,,"V020","MET10403/25/17 05:34:02 SPECI KLVJ 251134Z 20006KT 5SM BR FEW017 SCT022 OVC030 23/21 A2998 RMK AO2 T02280206 $","FM-16","99999,9","7","+0228,5","008047,5,N,5","200,5,N,0031,5"
"72242712975","2017-03-25T11:50:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00884,5,M,N","+0210,5",,"04,5,+00518,5,99,9","07,5,+00884,5,99,9","08,5,+01036,5,99,9","2,99,1,+00518,5,9","3,99,1,+00884,5,9","4,99,1,+01036,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,,,,,,,,,,,"10152,5,10137,5",,,,,,,,,,,,"V020","MET10503/25/17 05:50:02 SPECI KLVJ 251150Z 20005KT 5SM BR SCT017 BKN029 OVC034 23/21 A2998 RMK AO2 LTG DSNT N $","FM-16","99999,9","7","+0230,5","008047,5,N,5","200,5,N,0026,5"
"72242712975","2017-03-25T11:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5","06,0005,9,1","24,0028,9,1",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00975,5,M,N","+0206,5","Q01  00278PRCP24","02,5,+00518,5,99,9","04,5,+00823,5,99,9","08,5,+00975,5,99,9","1,99,1,+00518,5,9","2,99,1,+00823,5,9","4,99,1,+00975,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9","060,M,+0233,1","060,N,+0228,1",,,,,,,,,,,"10152,5,10137,5","1,9,007,9,+999,9",,,,,,,,,,,"V020","MET14103/25/17 05:53:02 METAR KLVJ 251153Z 21006KT 5SM BR FEW017 SCT027 OVC032 23/21 A2998 RMK AO2 SLP152 60002 70011 T02280206 10233 20228 51007 $","FM-15","10152,5","7","+0228,5","008047,5,N,5","210,5,N,0031,5"
"72242712975","2017-03-25T12:22:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00518,5,M,N","+0206,5",,"07,5,+00518,5,99,9","08,5,+00975,5,99,9",,"3,99,1,+00518,5,9","4,99,1,+00975,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,,,,,,,,,,,"10159,5,10144,5",,,,,,,,,,,,"V020","MET10903/25/17 06:22:02 SPECI KLVJ 251222Z 24005KT 5SM BR BKN017 OVC032 23/21 A3000 RMK AO2 LTG DSNT NE T02280206 $","FM-16","99999,9","7","+0228,5","008047,5,N,5","240,5,N,0026,5"
"72242712975","2017-03-25T12:53:00","7","FM-15","KLVJ ","V020","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00762,5,M,N","+0206,5",,"04,5,+00488,5,99,9","07,5,+00762,5,99,9","08,5,+01402,5,99,9","2,99,1,+00488,5,9","3,99,1,+00762,5,9","4,99,1,+01402,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9",,,,,,,,,,,,,"10163,5,10147,5",,,,,,,,,,,,"V020","MET13803/25/17 06:53:02 METAR KLVJ 251253Z 24004KT 4SM BR SCT016 BKN025 OVC046 23/21 A3001 RMK AO2 LTG DSNT NE RAB28E44 SLP160 P0000 T02280206 $","FM-15","10160,5","7","+0228,5","006437,5,N,5","240,5,N,0021,5"
"72242712975","2017-03-25T13:16:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,"05,1",,,,,,,,"KLVJ ","00427,5,M,N","+0206,5",,"07,5,+00427,5,99,9","08,5,+00671,5,99,9",,"3,99,1,+00427,5,9","4,99,1,+00671,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,,,,,,,,,,,"10163,5,10147,5",,,,,,"05,5",,,,,,"V020","MET09703/25/17 07:16:02 SPECI KLVJ 251316Z 22005KT 4SM HZ BKN014 OVC022 23/21 A3001 RMK AO2 T02330206 $","FM-16","99999,9","7","+0233,5","006437,5,N,5","220,5,N,0026,5"
"72242712975","2017-03-25T13:37:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,"05,1",,,,,,,,"KLVJ ","00914,5,M,N","+0206,5",,"04,5,+00427,5,99,9","07,5,+00914,5,99,9","07,5,+01219,5,99,9","2,99,1,+00427,5,9","3,99,1,+00914,5,9","3,99,1,+01219,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,,,,,,,,,,,"10166,5,10150,5",,,,,,"05,5",,,,,,"V020","MET11603/25/17 07:37:02 SPECI KLVJ 251337Z 24007KT 4SM HZ SCT014 BKN030 BKN040 24/21 A3002 RMK AO2 LTG DSNT NE T02390206 $","FM-16","99999,9","7","+0239,5","006437,5,N,5","240,5,N,0036,5"
"72242712975","2017-03-25T13:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,"05,1",,,,,,,,"KLVJ ","00853,5,M,N","+0211,5",,"02,5,+00488,5,99,9","07,5,+00853,5,99,9","07,5,+01158,5,99,9","1,99,1,+00488,5,9","3,99,1,+00853,5,9","3,99,1,+01158,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9",,,,,,,,,,,,,"10166,5,10150,5",,,,,,"05,5",,,,,,"V020","MET11103/25/17 07:53:02 METAR KLVJ 251353Z 24006KT 5SM HZ FEW016 BKN028 BKN038 24/21 A3002 RMK AO2 SLP165 T02390211 $","FM-15","10165,5","7","+0239,5","008047,5,N,5","240,5,N,0031,5"
"72242712975","2017-03-25T14:05:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,"05,1",,,,,,,,"KLVJ ","00975,5,M,N","+0211,5",,"02,5,+00488,5,99,9","07,5,+00975,5,99,9","07,5,+01433,5,99,9","1,99,1,+00488,5,9","3,99,1,+00975,5,9","3,99,1,+01433,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9",,,,,,,,,,,,,"10166,5,10150,5",,,,,,"05,5",,,,,,"V020","MET10403/25/17 08:05:02 SPECI KLVJ 251405Z 25008KT 5SM HZ FEW016 BKN032 BKN047 24/21 A3002 RMK AO2 T02440211 $","FM-16","99999,9","7","+0244,5","008047,5,N,5","250,5,N,0041,5"
"72242712975","2017-03-25T14:35:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,7,00,0,0,1,5","0,0,00,7,0,1,5",,"05,1","12,1",,,,,,,"KLVJ ","00853,5,M,N","+0206,5",,"02,5,+00427,5,99,9","04,5,+00610,5,99,9","07,5,+00853,5,99,9","1,99,1,+00427,5,9","2,99,1,+00610,5,9","3,99,1,+00853,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,,,,,,,,,,,"10166,5,10150,5",,,,,"01,5","05,5","0082,5",,,,,"V020","MET13003/25/17 08:35:02 SPECI KLVJ 251435Z 24008G16KT 5SM VCTS HZ FEW014 SCT020 BKN028 24/21 A3002 RMK AO2 LTG DSNT NE T02440206 PWINO $","FM-16","99999,9","7","+0244,5","008047,5,N,5","240,5,N,0041,5"
"72242712975","2017-03-25T14:44:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,7,00,0,0,1,5","0,0,00,7,0,1,5",,"05,1","12,1",,,,,,,"KLVJ ","01067,5,M,N","+0206,5",,"02,5,+00457,5,99,9","04,5,+00701,5,99,9","07,5,+01067,5,99,9","1,99,1,+00457,5,9","2,99,1,+00701,5,9","3,99,1,+01067,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10154,5",,,,,"01,5","05,5","0093,5",,,,,"V020","MET13003/25/17 08:44:02 SPECI KLVJ 251444Z 26010G18KT 5SM VCTS HZ FEW015 SCT023 BKN035 25/21 A3003 RMK AO2 LTG DSNT NE T02500206 PWINO $","FM-16","99999,9","7","+0250,5","008047,5,N,5","260,5,N,0051,5"
"72242712975","2017-03-25T14:51:00","6","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,7,00,0,0,1,5","0,0,00,7,0,1,5",,,,,,,,,,"KLVJ ","00701,5,M,N","+0200,5",,"04,5,+00457,5,99,9","07,5,+00701,5,99,9","07,5,+01036,5,99,9","2,99,1,+00457,5,9","3,99,1,+00701,5,9","3,99,1,+01036,5,9",,,,,,,,,,,,,,,"10169,5,10154,5",,,,,"01,5","05,5",,,,,,"V020","MET12203/25/17 08:51:02 SPECI KLVJ 251451Z 31009KT 5SM VCTS HZ SCT015 BKN023 BKN034 23/20 A3003 RMK AO2 LTG DSNT NE PWINO $ FIBI","FM-16","99999,9","6","+0230,5","008047,5,N,5","310,5,N,0046,5"
"72242712975","2017-03-25T14:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5","03,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,"4,7,00,0,0,1,5","0,0,00,7,0,1,5",,"05,1","12,1",,,,,,,"KLVJ ","00701,5,M,N","+0194,5",,"04,5,+00457,5,99,9","07,5,+00701,5,99,9","07,5,+01097,5,99,9","2,99,1,+00457,5,9","3,99,1,+00701,5,9","3,99,1,+01097,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10154,5","1,9,016,9,+999,9",,,,"01,5","05,5",,,,,,"V020","MET14603/25/17 08:53:02 METAR KLVJ 251453Z 32009KT 5SM VCTS HZ SCT015 BKN023 BKN036 23/19 A3003 RMK AO2 LTG DSNT NE SLP168 60000 T02280194 51016 PWINO $","FM-15","10168,5","7","+0228,5","008047,5,N,5","320,5,N,0046,5"
"72242712975","2017-03-25T14:57:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,"05,1",,,,,,,,"KLVJ ","01097,5,M,N","+0194,5",,"02,5,+00457,5,99,9","04,5,+00701,5,99,9","07,5,+01097,5,99,9","1,99,1,+00457,5,9","2,99,1,+00701,5,9","3,99,1,+01097,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10154,5",,,,,,"05,5",,,,,,"V020","MET12203/25/17 08:57:02 SPECI KLVJ 251457Z 31006KT 5SM HZ FEW015 SCT023 BKN036 23/19 A3003 RMK AO2 LTG DSNT NE T02280194 PWINO $","FM-16","99999,9","7","+0228,5","008047,5,N,5","310,5,N,0031,5"
"72242712975","2017-03-25T15:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0161,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10154,5",,,,,,,,,,,,"V020","MET09803/25/17 09:53:02 METAR KLVJ 251553Z 31009KT 10SM CLR 24/16 A3003 RMK AO2 SLP169 T02440161 PWINO $","FM-15","10169,5","7","+0244,5","016093,5,N,5","310,5,N,0046,5"
"72242712975","2017-03-25T16:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0122,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10157,5",,,,,,,,,,,,"V020","MET10903/25/17 10:53:02 METAR KLVJ 251653Z 31008KT 10SM CLR 25/12 A3004 RMK AO2 LTG DSNT E SLP173 T02500122 PWINO $","FM-15","10173,5","7","+0250,5","016093,5,N,5","310,5,N,0041,5"
"72242712975","2017-03-25T17:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0122,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0261,1","060,N,+0222,1",,,,,,,,,,,"10173,5,10157,5","0,9,003,9,+999,9",,,,,,,,,,,"V020","MET12203/25/17 11:53:02 METAR KLVJ 251753Z 33009KT 10SM CLR 26/12 A3004 RMK AO2 SLP171 60000 T02610122 10261 20222 50003 PWINO $","FM-15","10171,5","7","+0261,5","016093,5,N,5","330,5,N,0046,5"
"72242712975","2017-03-25T18:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0117,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10147,5",,,,,,,,,,,,"V020","MET09803/25/17 12:53:02 METAR KLVJ 251853Z VRB04KT 10SM CLR 27/12 A3001 RMK AO2 SLP161 T02670117 PWINO $","FM-15","10161,5","7","+0267,5","016093,5,N,5","999,9,V,0021,5"
"72242712975","2017-03-25T19:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0139,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10137,5",,,,,,,,,,,,"V020","MET09803/25/17 13:53:02 METAR KLVJ 251953Z 27008KT 10SM CLR 28/14 A2998 RMK AO2 SLP151 T02780139 PWINO $","FM-15","10151,5","7","+0278,5","016093,5,N,5","270,5,N,0041,5"
"72242712975","2017-03-25T20:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0133,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10130,5","6,9,028,9,+999,9",,,,,,,,,,,"V020","MET10403/25/17 14:53:02 METAR KLVJ 252053Z 30009KT 10SM CLR 28/13 A2996 RMK AO2 SLP143 T02830133 56028 PWINO $","FM-15","10143,5","7","+0283,5","016093,5,N,5","300,5,N,0046,5"
"72242712975","2017-03-25T21:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0122,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10123,5",,,,,,,,,,,,"V020","MET09803/25/17 15:53:02 METAR KLVJ 252153Z 26006KT 10SM CLR 28/12 A2994 RMK AO2 SLP137 T02830122 PWINO $","FM-15","10137,5","7","+0283,5","016093,5,N,5","260,5,N,0031,5"
"72242712975","2017-03-25T22:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0117,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10120,5",,,,,,,,,,,,"V020","MET09803/25/17 16:53:02 METAR KLVJ 252253Z 30005KT 10SM CLR 28/12 A2993 RMK AO2 SLP133 T02830117 PWINO $","FM-15","10133,5","7","+0283,5","016093,5,N,5","300,5,N,0026,5"
"72242712975","2017-03-25T23:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0111,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0289,1","060,N,+0261,1",,,,,,,,,,,"10135,5,10120,5","6,9,011,9,+999,9",,,,,,,,,,,"V020","MET11603/25/17 17:53:02 METAR KLVJ 252353Z 00000KT 10SM CLR 28/11 A2993 RMK AO2 SLP133 T02780111 10289 20261 56011 PWINO $","FM-15","10133,5","7","+0278,5","016093,5,N,5","999,9,C,0000,5"
"72242712975","2017-03-26T00:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0133,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10120,5",,,,,,,,,,,,"V020","MET09803/25/17 18:53:01 METAR KLVJ 260053Z 00000KT 10SM CLR 23/13 A2993 RMK AO2 SLP135 T02330133 PWINO $","FM-15","10135,5","7","+0233,5","016093,5,N,5","999,9,C,0000,5"
"72242712975","2017-03-26T01:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KLVJ ","22000,5,9,N","+0172,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10123,5",,,,,,,,,,,,"V020","MET09703/25/17 19:53:02 METAR KLVJ 260153Z 12003KT 9SM CLR 23/17 A2994 RMK AO2 SLP138 T02280172 PWINO $","FM-15","10138,5","7","+0228,5","014484,5,N,5","120,5,N,0015,5"
"72242712975","2017-03-26T02:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,"05,1",,,,,,,,"KLVJ ","22000,5,9,N","+0200,5",,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10127,5","3,9,008,9,+999,9",,,,,"05,5",,,,,,"V020","MET10603/25/17 20:53:02 METAR KLVJ 260253Z 14003KT 6SM HZ CLR 23/20 A2995 RMK AO2 SLP141 T02280200 53008 PWINO $","FM-15","10141,5","7","+0228,5","009656,5,N,5","140,5,N,0015,5"
"72242712975","2017-03-26T03:51:00","6","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","22000,5,9,N","+0190,5",,"02,5,+00183,5,99,9",,,"1,99,1,+00183,5,9",,,,,,,,,,,,,,,,,"10146,5,10130,5",,,,,,,,,,,,"V020","MET09103/25/17 21:51:03 SPECI KLVJ 260351Z 17003KT 5SM BR FEW006 22/19 A2996 RMK AO2 PWINO $ FIBI","FM-16","99999,9","6","+0220,5","008047,5,N,5","170,5,N,0015,5"
"72242712975","2017-03-26T03:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","22000,5,9,N","+0194,5","D01      0ADE726","02,5,+00183,5,99,9",,,"1,99,1,+00183,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,00183,1,99,9,99,9",,,,,,,,,,,,,"10146,5,10130,5",,,,,,,,,,,,"V020","MET10303/25/17 21:53:02 METAR KLVJ 260353Z 18003KT 5SM BR FEW006 22/19 A2996 RMK AO2 SLP145 T02170194 PWINO $","FM-15","10145,5","7","+0217,5","008047,5,N,5","180,5,N,0015,5"
"72242712975","2017-03-26T04:28:00","7","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00183,5,M,N","+0194,5",,"07,5,+00183,5,99,9","07,5,+00396,5,99,9",,"3,99,1,+00183,5,9","3,99,1,+00396,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00183,1,99,9,99,9",,,,,,,,,,,,,"10146,5,10130,5",,,,,,,,,,,,"V020","MET10303/25/17 22:28:02 SPECI KLVJ 260428Z 19004KT 4SM BR BKN006 BKN013 22/19 A2996 RMK AO2 T02170194 PWINO $","FM-16","99999,9","7","+0217,5","006437,5,N,5","190,5,N,0021,5"
"72242712975","2017-03-26T04:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00183,5,M,N","+0200,5",,"08,5,+00183,5,99,9",,,"4,99,1,+00183,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00183,1,99,9,99,9",,,,,,,,,,,,,"10146,5,10130,5",,,,,,,,,,,,"V020","MET10303/25/17 22:53:02 METAR KLVJ 260453Z 19005KT 5SM BR OVC006 22/20 A2996 RMK AO2 SLP143 T02220200 PWINO $","FM-15","10143,5","7","+0222,5","008047,5,N,5","190,5,N,0026,5"
"72242712975","2017-03-26T05:53:00","7","FM-15","KLVJ ","V020","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00244,5,M,N","+0200,5",,"08,5,+00244,5,99,9",,,"4,99,1,+00244,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9","060,M,+0278,1","060,N,+0217,1","240,M,+0289,1","240,N,+0217,1",,,,,,,,,"10142,5,10127,5","0,9,001,9,+999,9",,,,,,,,,,,"V020","MET13103/25/17 23:53:02 METAR KLVJ 260553Z 00000KT 6SM BR OVC008 22/20 A2995 RMK AO2 SLP141 T02220200 10278 20217 402890217 50001 PWINO $","FM-15","10141,5","7","+0222,5","009656,5,N,5","999,9,C,0000,5"
"72242712975","2017-03-26T05:59:00","6","SOD  ","KLVJ ","V020","24,0005,9,5",,,,,,,,,,,,,,,,,,"0000,9,5,999999,9,9","24,000,9,5","024,0000,9,5","AU,03,TS  ,5","AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,,,"01,6,24,6","03,6,24,6","08,6,24,6",,"KLVJ ","99999,9,9,9","+9999,9","R01   1387AXW093R02   1387AXW093R03   1387AXW093",,,,,,,,,"240,M,+0289,5","240,N,+0217,5",,,,,,,,,,,,,"10134,4,10132,4",,,,,,,"1,24,00983,190,9999,5","2,24,00715,200,9999,5","3,24,00291,999,9999,5","V020","SOD75824 HR PRECIPITATION (IN): 0.02 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):138  24 HR MAX TEMP (F): 8424 HR MIN TEMP (F): 71AVERAGE STATION PRESSURE:29.925 MINIMUM SEA LEVEL PRESSURE:29.92 TIME OF OCCURRENCE:1805 PEAK WIND SPEED (MPH): 22 PEAK WIND DIR (DEG):190 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.5 24 HR AVG TEMP (F): 78DEPART FROM NORMAL: 14  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 13 LATEST DAY MAX TEMP (0700-1900 LST):84  LATEST NIGHT MIN TEMP(1900-0800 LST):73 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.01 0.00 0.00 0.00 0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","99999,9","6","+9999,9","999999,9,9,9","999,9,9,9999,9"
"72242712975","2017-03-26T06:51:00","6","FM-16","KLVJ ","V020",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"KLVJ ","00610,5,M,N","+0190,5",,"04,5,+00213,5,99,9","07,5,+00610,5,99,9",,"2,99,1,+00213,5,9","3,99,1,+00610,5,9",,,,,,,,,,,,,,,,"10142,5,10127,5",,,,,,,,,,,,"V020","MET09803/26/17 00:51:02 SPECI KLVJ 260651Z 00000KT 5SM BR SCT007 BKN020 22/19 A2995 RMK AO2 PWINO $ FIBI","FM-16","99999,9","6","+0220,5","008047,5,N,5","999,9,C,0000,5"
